,venue_name,id,capacity,street,zip,latitude,longitude,metro_area
1721,Club La Boom,2207273,,3990 Sullivant Ave,43228,39.94209,-83.10511,Columbus
1722,Texas Club,3197,,456 North Donmoor Avenue,70806,30.4541597,-91.1183586,Baton Rouge
1723,La Movida Night Club,73532,,212 E. 18th St.,93305,35.37560999999999,-119.00095,Bakersfield
1724,Club AE,1205336,,400 N. Shore Dr.,15212,40.4459,-80.01151,Pittsburgh
1725,Project Club LA,2950293,,6356 Hollywood Blvd,90028,34.101279999999996,-118.32858,Los Angeles
1726,Bombay Club,813716,,830 Conti St.,70116,29.956637199999996,-90.068405,New Orleans
1727,Klub RE,170643,,ul. św. Krzyża 4,31-027,50.0611,19.941,Krakow
1728,La Hacienda Night Club,1329261,,501 S Brookhurst St.,92804,33.826327,-117.9589358,Los Angeles
1729,La Laiterie - Club,3481609,,13 Rue du Hohwald,67000,48.57582,7.729239999999999,Strasbourg
1730,La3 Club,2956238,1200.0,"Calle Padre Porta, 2",,39.459342799999995,-0.3357788,Valencia
1731,La Terrrazza Atmospherical fun club,794336,,Avinguda Del Marquès De Comillas,08038,41.369445,2.1480827000000002,Barcelona
1732,The City Club,600966,,7861 Main Street,70360,29.597291,-90.72191590000001,Houma
1733,Club XS,2522044,,5851 East Speedway Boulevard,85712,32.237120000000004,-110.86737,Tucson
1734,Polo Club Lounge (windsor Court Hotel),1059231,,300 Gravier Street,,29.9497053,-90.0661863,New Orleans
1735,Club XL,3832009,,801 South 10th Street,17104,40.253859999999996,-76.86909,Baltimore
1736,Club La Vela,72287,,,32408,30.14763,-85.735897,Tallahassee
1737,Balcony Music Club,50741,,1331 Decatur St.,70116,29.961726000000002,-90.058327,New Orleans
1738,I Club (j.w. Marriott),1521233,,,,,,New Orleans
1739,Club de la Música,3686829,,"Alberdi 4449, Villa Ballester",1653,-34.5505138,-58.5507191,Buenos Aires
1740,Club TSI,2761,,333 East Bay Street,32202,30.325356,-81.6533754,Jacksonville
1741,Club NV,533741,,234 Colborne St.,N3T 2H1,43.13875,-80.2616,Brantford
1742,Club Caribbean,1452548,,,,,,New Orleans
1743,Klub NRD,1143876,,Ul. Browarna 6,87-100,53.01093100000001,18.61205,Torun
1744,La Fonda Supper Club,1153746,,2501 Wilshire Blvd.,90057,34.06054,-118.28055,Los Angeles
1745,Club La Playa,2389979,,2023 E. 8th,79761,31.861176399999998,-102.3452877,Lubbock
1746,Lucamba Club Cultural - La Plata,3400699,,67 esq. 117,1900,-34.9183969,-57.924345499999994,La Plata
1747,Club Q,161188,,7357 Davie Road Extension,33024,26.0390523,-80.23634770000002,Miami
1748,La Fábrica de Chocolate Club,3930829,,Rogelio Abalde 22,36201,42.23529,-8.71767,Vigo
1749,Playa Club,71867,,Andén de Riazor,15011,43.36865,-8.41361,La Coruna
1750,Shim Sham Club,49860,,615 Toulouse,70130,29.957032,-90.064749,New Orleans
1751,Club A,370216,,"Alameda dos Aicas, 1642 - Moema - SP",04086-003,-23.615954000000002,-46.66481470000001,São Paulo
1752,Club La Feria,1307041,,Constitución 275 Bellavista,,25.410835600000002,-101.0023246,Santiago
1753,Club PURE,2925368,,"2-3-12 Shinsai Bashi, chuou Ku, Osaka Shi, Osaka",542-0085,34.672424799999995,135.5010362,Osaka
1754,La Trastienda Club,933191,,Av. 51 Nº 535 Entre 5 Y 6,1900,-34.9134342,-57.947024899999995,La Plata
1755,Club La Costera,2624213,450.0,Korte Reke 11,4325AM,51.7317104,3.7747217000000006,Middelburg
1756,Riviera Supper Club,606711,,7777 University Ave,91941,32.7623351,-117.029684,San Diego
1757,Club BASIS,3376634,,Oudegracht aan de Werf 97,,52.093028499999996,5.1166126,Utrecht
1758,Club TRI,3599649,,20 de Septiembre 2650,B7600,-38.00199,-57.56321,Mar del Plata
1759,Café de La Musique Beach Club,3147179,,"Est. Guarujá - Bertioga, km 15",,-23.9455277,-46.28553270000001,Guarujá
1760,Myth,882,,3090 Southlawn Dr.,55109,45.034726899999995,-93.0249397,Twin Cities
1761,Myth Nightclub,3290214,,333 E Bay Street,32202,30.325429999999997,-81.65333000000003,Jacksonville
1762,Myth Live,3784589,,3090 Southlawn Drive,55109,45.03479,-93.02489,Twin Cities
1763,Myth Taverna & Lounge,1862513,,152 Post Street,95113,37.3341102,-121.8922469,SF Bay Area
1764,Myth Outdoor,3521874,,3090 Southlawn Dr.,,45.0347716,-93.0249175,Twin Cities
1765,Myth Nightclub - Element Bistro,3547659,,333 E Bay St,32202,30.3254564,-81.6533232,Jacksonville
1766,Myth and Moonshine,2708698,,2300 Boston Street,21224,39.283283600000004,-76.5843119,Baltimore
1767,Copyright is a Myth,2663628,,Maalbosstraat,,51.137497100000004,5.614326599999999,Hasselt
1768,Myth,3299659,,,,31.230415999999998,121.473701,Shanghai
1769,Myth,4125844,,,,,,Adelaide
1770,Myth Nightclub | Element Bistro & Craft Bar,3915729,,333 East Bay Street,32202,30.3254071,-81.6533312,Jacksonville
1771,Sheldon Concert Hall,11276,,3648 Washington Blvd.,63108,38.64005,-90.2333,St Louis
1772,CCNB Amphitheatre at Heritage Park,3639194,,861 SE Main St,29681,34.713,-82.23486,Columbia
1773,Exit In,35919,400.0,2208 Elliston Place,37203,36.15133,-86.80426,Nashville
1774,Exit Church,3958234,,,,,,Indianapolis
1775,The Waiting Room,34042,215.0,6212 Maple St.,68104,41.28501,-96.00844000000001,Omaha
1776,The Waiting Room - NE,4012439,,,68046,41.15444,-96.04224,Omaha
1777,The Waiting Room Lounge,3901769,,6212 Maple Street,,41.28529,-96.00865999999999,Omaha
1778,The Waiting Room Outdoors,3538204,,,,41.25236339999999,-95.99798829999999,Omaha
1779,Smart Financial Centre,3357044,,18111 Lexington Blvd,77479,29.577059999999996,-95.64329000000001,Houston
1780,The Tiger Room,4114274,400.0,6112 Preston Hwy,40219,38.161590000000004,-85.70018,Louisville
1781,Egyptian Room at Old National Centre,1230,2000.0,502 N. New Jersey St.,46204,39.77465,-86.1515,Indianapolis
1782,Pharr Events Center,87495,,3000 N. Cage Blvd.,78577,26.221155,-98.17935899999999,Brownsville
1783,Boggus Ford Events Center,3546144,,,,26.1947962,-98.1836216,Brownsville
1784,Palomar Starlight Theater,4012599,,,92059,33.36522,-117.07647,San Diego
1785,Palomar Starlight Theater,733071,,,,,,Denver
1786,Fox Theater,953251,2800.0,1807 Telegraph Ave,94612,37.8078474,-122.2699981,SF Bay Area
1787,Fox Theater - Oakland,4012064,,,94612,37.81132,-122.26822,SF Bay Area
1788,"The Den, Fox Theater",953656,,1807 Telegraph Ave,94612,37.8078474,-122.2699981,SF Bay Area
1789,Club Café,578281,140.0,56-58 S. 12th St.,15203,40.428919,-79.986636,Pittsburgh
1790,IOTA Club & Café,79176,,2832 Wilson Blvd.,22201,38.88878029999999,-77.0924464,Washington
1791,Skylark Cafe & Club,468486,85.0,3803 Delridge Way SW,98106,47.57017000000001,-122.36218000000001,Seattle
1792,Steamers Jazz Club & Cafe,35229,,138 W. Commonwealth Ave.,92832,33.8702109,-117.92597450000001,Los Angeles
1793,Rockett Cafe & Club,442291,,5790 FM 813,75165,32.4305266,-96.81311099999999,Waxahachie
1794,Underground Cafe & Social Club,2554319,,670 Queen Street East,M4M 1G4,43.658524799999995,-79.3513188,Toronto
1795,Largo at the Coronet,31256,130.0,366 N. La Cienega Blvd.,90048,34.0778849,-118.37642290000001,Los Angeles
1796,Kirkland Cafe,144983,,425 Washington Street,,42.3782227,-71.1067693,Boston / Cambridge
1797,Elegance Cafè Jazz Club,3718114,,"Via Francesco Carletti, 5",00154,41.8737029,12.4812055,Rome
1798,Q - Cafe. Club. Kultur,3714224,,Pilgrimstein 26 - 28,35037,50.80963970000001,8.7720176,Marburg
1799,"Cavern Club, Hard Rock Café",503826,,22-24 Clinton St.,02109,42.36098,-71.05506,Boston / Cambridge
1800,Film Club Café,2070419,,"Blvd. Manuel Ávila Camacho #1695, Sótano. Fracc. La Florida. C.P. 53160",,,,Mexico City
1801,Ventil - Cafe Bar Club,936356,,Zürcherstrasse 1,5400,47.4711256,8.306133299999999,Baden
1802,Café de La Musique Beach Club,3147179,,"Est. Guarujá - Bertioga, km 15",,-23.9455277,-46.28553270000001,Guarujá
1803,CAFE-BAR 188 DISCO-CLUB,1820563,200.0,Hauptstrasse 188,9210,46.636088,14.142513099999999,Klagenfurt
1804,PopoCafePetl Music Club,221478,150.0,"Újezd 19, Praha 1 – Malá Strana",120 00,50.0830078,14.4043256,Prague
1805,Loft Club and Cafe,32589,,,1003,46.520793299999994,6.6314894,Lausanne
1806,Club Café,2568259,,209 Columbus Ave,02116,42.34864,-71.07236,Boston / Cambridge
1807,Cafè Liber Arci Club,2572529,,Corso Vercelli 2,,45.0830215,7.6853852,Turin
1808,Renaissance Cafe & Night Club,91155,,425 Jefferson St.,70501,30.2258893,-92.0178089,Baton Rouge
1809,Brighton Arts Club Cafe,2327979,,43 Providence Place,BN1 4GE,50.831016399999996,-0.1369697,Brighton
1810,CIK - Cafe/Club im Künstlerhaus,2218354,,Goethepark 1,9020,46.626957899999994,14.3029136,Klagenfurt
1811,Rio Cafe & Club,3570104,,,,-34.90111270000001,-56.1645314,Montevideo
1812,Club Cafe Live,3444909,,56 S 12th St,15203,40.4289304,-79.9866393,Pittsburgh
1813,San Cafe Jazz Club,3271329,,Carretera 24 #45A-64,,4.6344560999999995,-74.07521650000002,Bogota
1814,Cafe Museum Jazz Club,878846,,,94032,48.5718453,13.4607296,Passau
1815,Haha Cafe Comedy Club,11922,,5010 N Lankershim Blvd,91601,34.1613155,-118.37244170000001,Los Angeles
1816,Breakfast Club Cafe,1158846,,107 Front St,44017,41.368384999999996,-81.853563,Cleveland
1817,Cafe Club Kamfora,1014771,,Ul. Św Antoniego 24c,,51.108545,17.024663,Wrocław
1818,Backroads Music Club At Café De Stad,260496,,Lange Jufferstraat 58,3512 EE,52.0946764,5.1257133,Utrecht
1819,"Driftwood Rock & Roots Club, Watermark Cafe",2490674,,"Royal Albert Drive, North Bay Foreshore",YO12 7TY,54.290461300000004,-0.4038005,York
1820,"Acoustic Coffee Club, Salvage Cafe",3594954,,,,50.82253,-0.13716,Brighton
1821,Café Club Míšeňská,4138114,,,,,,Prague
1822,Cafe Club Dock,3043739,170.0,Havlíčkovo nábřeží 28,70200,49.83643920000001,18.296111,Ostrava
1823,Andaluz Club Café,1279926,,,,,,Belo Horizonte
1824,Cafe Beach Club,1768093,,1330 Ocean Drive,,25.784645,-80.130128,Miami
1825,Harvey's Club Cafe,2096829,,,,,,Middlesbrough
1826,Weekender Cafe & Club Innsbruck,3098674,,Tschamlerstrasse 3,6020,47.2578229,11.3961853,Innsbruck
1827,Ancien Cinéma Café Club,3789979,,23 Grand-Rue,9410,49.933217600000006,6.2067149000000015,Luxembourg
1828,Kultúr Café Club - Gyula,3839169,,,5700,46.64880520000001,21.2776271,Békéscsaba
1829,Club 272 Hardrock Cafe,86702,,,,,,Toronto
1830,The Club Car Cafe,1362366,,2915 Pleasant Valley Boulevard,16602,40.48842670000001,-78.3987059,Pittsburgh
1831,Cafe Beach Club Sao Pedro,2487049,,Rod Guaruja - Bertioga Km 15,,-23.9076258,-46.19058620000001,Guarujá
1832,Café de La Musique Beach Club,2506754,,Casa dos Smith - Av. Litorânea,,-2.5177429,-44.3033589,Sao Luis
1833,Hollister'z Night Club and Café,1224371,,210 Huron Ave,48060,42.97649910000001,-82.4239775,Detroit
1834,Living Room Art Cafe & Social Club,3854559,,"Caferağa Mahallesi, Arayıcıbaşı Sk. No:9, Kadıköy/İstanbul",34710,40.988008,29.027015999999996,Istanbul
1835,North Sea Jazz Club Café-restaurant,2227479,,Westergasfabriek,1014 DB,52.3859152,4.8758122,Amsterdam
1836,Central Cafe & Club,3809504,,,,,,Kavadarci
1837,Reök Cafe Club,1280951,,,,,,Szeged
1838,Club House Cafè,843286,,,,,,Genoa
1839,Mission Ballroom,4184264,,4242 Wynkoop Street,80216,39.77401,-104.97237,Denver
1840,Mission City Ballroom @ Santa Clara Convention Center,527586,,5001 Great America Pkwy,95054,37.40371210000001,-121.97561019999999,SF Bay Area
1841,Mission Beach Ballroom,120528,,,,,,San Diego
1842,The Auricle,1328751,,601 Cleveland Ave NW,44702,40.802738,-81.3757229,Akron
1843,The Auricle Sonic Arts Gallery,2650733,,35 New Regent Street,,-43.529007,172.638554,Christchurch
1844,Papa Murphy's Park at Cal Expo,4185369,,,95815,38.59632,-121.4399,Sacramento
1845,Capitol Center for the Arts,38775,,44 S Main St,03301,43.201245,-71.53486590000001,Manchester
1846,Capitol Center for the Arts - Nh,4012134,,,03301,43.20863,-71.54866,Manchester
1847,"Chubb Theatre, Capitol Center for the Arts",124144,,44 South Main Street,03301,43.201245,-71.53486590000001,Manchester
1848,"Spotlight Cafe, Capitol Center for the Arts",1302466,,44 S. Main St.,03301,43.201245,-71.53486590000001,Manchester
1849,40 Watt Club,10973,,285 West Washington Street,30601,33.958132,-83.38000799999998,Atlanta
1850,The Rose,3157704,1300.0,245 E. Green St.,91101,34.14456,-118.14505,Los Angeles
1851,The Rose And Crown,101919,,202 Banff Ave.,T1L 1B5,51.17673,-115.57081000000001,Calgary
1852,The Rose,2070794,,50 West Broadway,83001,43.4793,-110.76299999999999,Jackson Hole
1853,The Rose Brampton,102875,,1 Theatre Lane,L6V 0A3,43.68744,-79.76035,Brampton
1854,Rose Music Center at The Heights,2876978,,6800 Executive Blvd.,45424,39.87035,-84.10836,Dayton
1855,The Rose Hill,3371049,,70-71 Rosehill Terrace,BN1 4JJ,50.83273,-0.13660999999999998,Brighton
1856,The Rookery (Raven & Rose),2424669,,1331 SW Broadway,,45.5148935,-122.68235829999999,Portland
1857,The Black Rabbit Rose,3628854,,1719 N Hudson Ave,90028,34.101929999999996,-118.33207,Los Angeles
1858,The Rose & Crown,794236,,2335 Yonge St,M4P 2C8,43.7085037,-79.39869990000003,Toronto
1859,The Lonesome Rose,4025494,,2114 N St Mary's St,78212,29.44585,-98.48595,San Antonio
1860,The Secret Rose Theatre,48235,,11246 Magnolia Boulevard,91601,34.164770000000004,-118.37619,Los Angeles
1861,The Blue Rose Cafe,262341,,1924 Riverside Dr,74119,36.13449979999999,-95.9915584,Tulsa
1862,The Rose Bar,2133349,,111 SW Ash St,97204,45.521921,-122.6717483,Portland
1863,The Rose & Thistle Pub,372121,,208 Water Street,,47.5639336,-52.707314600000004,Saint John's
1864,The Wild Rose,553301,,1021 East Pike Street,98122,47.613925200000004,-122.31832320000001,Seattle
1865,The Black Rose Irish Pub,1618278,,,,,,Fort Lauderdale
1866,The Rose Theatre,862381,,"56 Park St, Bankside",SE1 9AS,51.508216499999996,-0.09548939999999999,London
1867,The Stinking Rose Pub,744701,,,,,,Belleville
1868,The Rose & Monkey,4148044,,31 Swan St,M4 5JZ,53.48523,-2.23437,Manchester
1869,The White Rose Rotunda,3307549,300.0,Parliament Street,YO1 8RS,53.9593846,-1.0813700000000002,York
1870,The Rose,102872,,,,,,Geelong
1871,The Tequila Rose,1554648,,5831 Weber Rd,78413,27.71017,-97.4057725,Corpus Christi
1872,The Rose And Crown,67596,,491-493 Prince Edward Road,NE34 7RQ,54.9748165,-1.3920158999999999,Sunderland
1873,The Tudor Rose,3545609,,233 St Peter's Street,NR32 2LT,52.4825919,1.7465218999999996,Norwich
1874,The Rose Room Bar and Grill,3218343,,8102 NE Killingsworth St,97218,45.5623529,-122.579214,Portland
1875,The Rose Of Australia,472401,,,,,,Erskine
1876,The Rose,1442658,,113 Hounslow High Street,TW3,51.4697857,-0.3580893,London
1877,The Rose (Yuncler),3660849,,Paseo del Prado 28,45529,40.0437711,-3.9000513999999997,Toledo
1878,The Rose Center,952336,,442 W. Second North St.,37814,36.2130933,-83.29814420000002,Morristown
1879,The Rose and Crown,1102121,,10 Bennington Road,SG2 7DX,51.888512899999995,-0.1501896,Oxford
1880,The Rose & Crown,1366371,,,,,,Bradford
1881,The Italian Rose,2958693,,1112 N. Main St.,24354,36.84403020000001,-81.5017412,Marion
1882,The Pink Rose,2633028,,1300 NW Lovejoy St.,97209,45.5297831,-122.6847031,Portland
1883,The Rose,73809,,,,,,Denver
1884,The Willow Atchafalaya La Rose,4081484,,2236 Atchafalaya River Hwy,70517,30.32762,-91.69355,Baton Rouge
1885,The Rose & Crown,2816738,,71-73 Torriano Avenue,NW5 2SG,51.5502491,-0.13291779999999995,London
1886,The Lady Rose,77711,,,,,,Sydney
1887,The Tudor Rose,2897073,,700 Harwood Ave South,L1S3Y8,43.834813399999994,-79.01510909999998,Whitby
1888,The Dragon and Rose,2874348,,4504 W. Second Ave.,88201,33.3940896,-104.58683590000001,Roswell
1889,The Wild Rose,4082214,,,,,,New York
1890,The Rose St Artist Market,1307291,,,,,,Melbourne
1891,"The Rose and Kettle, Cole Harbour Heritage Farm",1525358,,Poplar Drive,,44.674805400000004,-63.50103470000001,Halifax
1892,The New Rose,3668509,,84-86 Essex Rd,N1 8LU,51.53841970000001,-0.0990305,London
1893,The Rugeley Rose,122298,,,,,,Walsall
1894,The Rose Club,121433,,,,,,Athens
1895,The Rose Tavern,2991713,,Rupert Street,NR2 2AT,52.623948999999996,1.2821527,Norwich
1896,The Grizzly Rose,158453,,,,,,Boise
1897,The Prairie Rose,2384989,,32015 State Highway 249 #108,,30.131386100000004,-95.6530985,Pinehurst
1898,The Rose Hotel,2075399,,Cleveland st,,-33.716690899999996,151.1201039,Sydney
1899,The Rose Bowl,1483738,,15079 Partridge Ave,,43.113233,-93.20124059999999,Mason City
1900,The Apollo Theatre Ac,3053549,,104 N. State Street,61008,42.25928,-88.84362,Rockford
1901,The Sinclair Music Hall,4011934,,,02138,42.38033,-71.13891,Boston / Cambridge
1902,BB’s Jazz Blues & Soups,231518,,700 S. Broadway,63102,38.6197856,-90.19214720000001,St Louis
1903,BB&T Pavilion,15033,25000.0,1 Harbour Blvd.,08103,40.0177386,-75.0004321,Philadelphia
1904,S.P.A.C.E.,34741,250.0,1245 Chicago Avenue,60202,42.040884999999996,-87.680072,Chicago
1905,KOKO,13725,1410.0,1A Camden High Street,NW1 7JE,51.534617,-0.13833800000000002,London
1906,L'OLYMPIA,35050,1996.0,"28, BD DES CAPUCINES",75009,48.87022,2.32833,Paris
1907,XOYO,1005531,500.0,32-37 Cowper Street,EC2A 4AP,51.52551679999999,-0.0858669,London
1908,VERA,45602,450.0,Oosterstraat 44,9711 NV,53.2170435,6.5700435,Groningen
1909,MTELUS,20838,2300.0,59 Sainte-Catherine St. E.,H2X 1K5,45.510529999999996,-73.56336999999998,Montreal
1910,I.BOAT,1449853,,Bassin à flot n° 1,33000,44.863279999999996,-0.5554899999999999,Bordeaux
1911,BB&T Center,2008454,20737.0,1 Panther Parkway,33323,26.155362,-80.33023,Fort Lauderdale
1912,TRIX,61048,432.0,Noordersingel 28-30,2140,51.219590000000004,4.448519999999999,Antwerp
1913,MTC,69414,300.0,Zülpicher Straße 10,50674,50.9301041,6.9385506999999995,Cologne
1914,ROCKHAL,548781,6500.0,"5, AVENUE DU ROCK'N'ROLL / QUARTIER BE",4361,49.50096,5.9463099999999995,Esch Sur Alzette
1915,MOTR,1110616,,1345 Main St.,45202,39.1110821,-84.5123579,Cincinnati
1916,BIRD,1424043,375.0,Raampoortstraat 26,3032AH,51.9266376,4.4788255999999995,Rotterdam
1917,B.L.U.E.S.,34712,,2519 N. Halsted St.,60614,41.927884999999996,-87.64849,Chicago
1918,FLUXX,1018596,1000.0,500 4th Ave,92101,32.710648,-117.161146,San Diego
1919,PPC,101199,,Neubaugasse 6,8020,47.0761149,15.431553099999999,Graz
1920,BETA,811381,150.0,Øresundsvej 6,2300,55.657955,12.609318,Copenhagen
1921,CODA,2459729,500.0,794 Bathurst Street,M5R 3G1,43.66541760000001,-79.4114579,Toronto
1922,BAR,79083,,254 Crown Street,06511,41.306174,-72.9300026,Bridgeport
1923,SXSW,37999,,Austin TX,78705,30.29617,-97.73895,Austin
1924,OCCII,71302,,Amstelveenseweg 134,1075 XL,52.3702157,4.8951679000000015,Amsterdam
1925,SWX,3111264,,15 Nelson Street,BS1 2JY,51.4567969,-2.5922435,Bristol
1926,CODA,3155464,,2247 Professor Ave.,44113,41.481615399999995,-81.6863595,Cleveland
1927,RASA,82483,350.0,Pauwstraat 13a,3512 TG,52.09453060000001,5.1177876,Utrecht
1928,WORM,166258,600.0,Boomgaardsstraat 71,3012 XA,51.9156987,4.4763384,Rotterdam
1929,FRÜIT,1148671,,62-63 Humber St,HU1 1TU,53.73932480000001,-0.3345548,Hull
1930,REBEL,3417329,,11 Polson St.,M5A 1A4,43.6409,-79.35459,Toronto
1931,REFLEKTOR,3128369,,Place Xavier Neujean 24,4000,50.64271,5.568,Liège
1932,NOTO,3460734,,1209 Vine St,19107,39.9579,-75.15893,Philadelphia
1933,L.V.C.,57159,,Breestraat 66,2311 CS,52.1592908,4.489170099999999,Leiden
1934,ACU,69178,,"Voorstraat, 71",3512,52.0950592,5.1220369,Utrecht
1935,ARC,8290,,Dovecot Street,TS18 1LL,54.564117700000004,-1.3178451,Middlesbrough
1936,HÄKKEN,3065139,,"Klubhaus St.Pauli, Spielbudenplatz 21-22",20359,53.549209999999995,9.964260000000001,Hamburg
1937,WOMB,46018,,"2-16 MARUYAMA-CHO, SHIBUYAKU / 150-0044 東京都 渋谷区円山町2-16",150-0044,35.6566135,139.6943282,Tokyo
1938,KSET,52215,350.0,Unska 3,10000,45.80216,15.97016,Zagreb
1939,SPIN,30269,,2028 Hancock Street,92110,32.744430699999995,-117.18827990000001,San Diego
1940,PMK,79073,,Viaduktbogen 16 (Büro) Viaduktbogen 19 - 20 (Veranstaltungen) A,6020,,,Innsbruck
1941,BB&T Arena,513066,,500 Louie B. Nunn Dr.,41099,39.03178,-84.46330999999998,Cincinnati
1942,AAA,1143316,,"Below Archangel, 11-13 Kensington High St",W8 5NP,51.5022572,-0.1880291,London
1943,FLOYD,2462434,,34 NE 11th Street,,25.78448,-80.19314,Miami
1944,CCH,46348,,Marseiler Straße,20355,53.561719999999994,9.98735,Hamburg
1945,BCM,473696,,"Magalluf Av S'Olivera, s/n",07181,39.551222100000004,2.5693337000000005,Palma De Mallorca
1946,X,37333,,Bünder Straße 82-86,32051,52.13058,8.66715,Herford
1947,BUTTERFLY,2476589,,京都市中京区大黒町67-3　FORUM西木屋町 B1F,604-8031,35.0078867,135.76974040000002,Kyoto
1948,VORTEX,54800,,Auf Den Hütten 4,57076,50.898,8.02927,Siegen
1949,FIRE,956401,1000.0,209 Commerce Street,39201,32.2979487,-90.17991409999999,Jackson
1950,MXTP,356256,350.0,1115 N. Taylor Ave.,49503,42.982499600000004,-85.6684994,Grand Rapids
1951,IMPART,182893,,ul. Mazowiecka 17,50-412,51.10754,17.05089,Wrocław
1952,Columbia City Theater,34099,325.0,4916 Rainier Ave,98118,47.5573283,-122.2845975,Seattle
1953,Columbia City Theater Bourbon Bar,1443013,,"4916 Rainier Ave S, Seattle Wa",,47.5573283,-122.2845975,Seattle
1954,The Howlin' Wolf,231,1200.0,907 S. Peters St.,70130,29.94272,-90.06606,New Orleans
1955,The Howlin' Wolf NorthShore,67761,,1623 Montgomery St.,70448,30.359556800000004,-90.0564555,Mandeville
1956,The Den at the Howlin' Wolf,811416,,901 S. Peters St.,70130,29.94288,-90.06604,New Orleans
1957,The Howlin Wolf,2653668,,100 Bath Street,G2 2EN,55.864059999999995,-4.25822,Glasgow
1958,City Winery,3548799,,80 BEVERLY STREET,02114,42.36459,-71.05887,Boston / Cambridge
1959,Haymarket Lounge at City Winery,3755644,,1 Canal Street,02114,42.36376,-71.05897,Boston / Cambridge
1960,"McCaw Hall, Seattle Center",6733,2900.0,321 Mercer St.,98109,47.6245539,-122.3505239,Seattle
1961,McCaw Hall,44566,,,,,,Chicago
1962,"McCaw Hall, Stanford University",1424083,,,,,,SF Bay Area
1963,McDonald Theatre,4690,,1010 Willamette Street,97401,44.04861,-123.092846,Salem
1964,Marianne McDonald Theatre,2406884,,,,,,Graaff-Reinet
1965,The Cabaret Room at Drury Lane,3907074,,100 Drury Lane,60181,41.859559999999995,-87.95255999999998,Chicago
1966,San Jose Center for the Performing Arts,29771,,255 Almaden Blvd.,95113,37.330009999999994,-121.89193999999999,SF Bay Area
1967,San Jose Center for Performing Arts,4037484,,,95110,37.35461,-121.91887,SF Bay Area
1968,Evergreen Valley College Performing Arts Center,1294761,,3095 Yerba Buena Road,95135,37.29999779999999,-121.7611608,SF Bay Area
1969,"Days of '47 Arena, State Fair Park",3862209,,155 N 1000 W,84116,40.77221,-111.9211,Salt Lake City
1970,Van Andel Arena,576,,130 W. Fulton Street,49503,42.9621,-85.67158,Grand Rapids
1971,Davies Symphony Hall,505,,Grove Street & Van Ness Avenue,94102,37.7782693,-122.4199352,SF Bay Area
1972,Sound Box Inside Davies Symphony Hall,3159984,,,,37.7749295,-122.4194155,SF Bay Area
1973,Louise M. Davies Symphony Hall,4273429,,,94102,37.77869000000001,-122.42124,SF Bay Area
1974,Grand Sierra Resort and Casino,13420,,2500 E. Second St.,89595,39.52699000000001,-119.78034,Reno
1975,"Grand Theatre, Grand Sierra Resort & Casino",37989,2500.0,2500 E. Second St,89595,39.526990999999995,-119.78033700000002,Reno
1976,"Summit Pavilion, Grand Sierra Resort & Casino",176348,,,89595,39.529632899999996,-119.8138027,Reno
1977,"Nikki Beach Pool, Grand Sierra Resort & Casino",30440,,2500 E. Second St.,,39.526990999999995,-119.78033700000002,Reno
1978,The Criterion,3192449,3500.0,500 E Sheridan Ave,73104,35.46609,-97.50408,Oklahoma City
1979,The Criterion,347706,,44 Millstone Lane,LE1 5JN,52.63241,-1.13727,Leicester
1980,The Criterion Okc,4277444,,500 E Sheridan Ave,73104,35.46609,-97.50408,Oklahoma City
1981,The Criterion,3986099,,99 south street,KY16 9QW,56.33963000000001,-2.79462,Dundee
1982,The Criterion,472851,,,,,,Ballarat
1983,The Criterion Hotel,1987529,,,,,,Newcastle
1984,The Criterion Hotel,4195749,,81 Bourke Street,2294,-32.91125,151.76738999999995,Newcastle
1985,The Criterion,2746728,,,,51.481727899999996,-0.613576,London
1986,American Family Insurance Amphitheater-Summerfest,4013844,,,53202,43.04398,-87.89915,Milwaukee
1987,The Underground,3104994,,820 Hamilton St,28206,35.2403,-80.84531,Charlotte
1988,The Underground - Fillmore Charlotte,3345759,,820 Hamilton St,28206,35.2403,-80.84531,Charlotte
1989,The Underground Annex,50454,,,,,,Charlotte
1990,"Thompson-Boling Arena, University of Tennessee",1515,,"1600 Phillip Fulmer Ave., Ste.  202",37996,35.9525345,-83.92465779999998,Knoxville
1991,Flounder's Chowder House,4217099,,800 Quietwater Beach Rd,32561,30.334059999999997,-87.13999,Pensacola Beach
1992,Flounder's Chowder House,3848269,,,,,,Mobile
1993,Flounder's Chowder House,4336676,,,32561,30.35714,-87.16386,Santa Rosa County
1994,Raue Center For The Arts,200883,,26 N. Williams Street,60014,42.2418,-88.31862,Crystal Lake
1995,SSE Arena,17649,11000.0,2 Queens Quay,BT3 9QQ,54.6038086,-5.9156209,Belfast
1996,SAP Arena,626246,,Xaver-Fuhr-Straße 150,68163,49.46475,8.51793,Mannheim
1997,SNHU Arena,30498,,555 Elm Street,03101,42.98602070000001,-71.463052,Manchester
1998,TUI Arena,35011,,Expo Plaza 7,30521,52.32302,9.81686,Hannover
1999,NRG Arena,2590108,8000.0,1 Reliant Park,77054,29.6848334,-95.4081877,Houston
2000,PNC Arena,1770713,19772.0,1400 Edwards Mill Road,27607,35.803475,-78.72193299999998,Raleigh
2001,RAC Arena,1852538,,"700 Wellington Street, WA 6000",6000,-31.948359999999997,115.85202,Perth
2002,ÖVB Arena,1496193,,Bürgerweide,28013,53.08671,8.81317,Bremen
