,created_at,datetime_local,general_admission,id,popularity,score,short_title,url,listing_count,average_price,median_price,lowest_price,venue_name,venue_popularity,venue_address,venue_city,venue_state,venue_zip,venue_id
0,2019-06-24T16:05:22,2019-08-08T19:00:00,True,4905207,0.0,0.0,Ray Wylie Hubbard,https://seatgeek.com/ray-wylie-hubbard-tickets/mobile-alabama-cedar-street-social-club-2019-08-08-7-pm/concert/4905207,,,,,Cedar Street Social Club,0,4 North Cedar Street,Mobile,AL,36602,457220
1,2019-03-29T16:10:27,2019-08-08T19:00:00,False,4801240,0.0,0.0,Tim Hawkins,https://seatgeek.com/tim-hawkins-tickets/dothan-alabama-ridgecrest-baptist-church-2019-08-08-7-pm/concert/4801240,,,,,Ridgecrest Baptist Church,0,1231 Fortner Street,Dothan,AL,36301,18008
2,2019-05-22T16:04:29,2019-08-08T20:00:00,False,4871496,0.522,0.365,Kyle Craft (18+),https://seatgeek.com/kyle-craft-18-tickets/birmingham-alabama-saturn-2019-08-08-8-pm/concert/4871496,1.0,34.0,34.0,34.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349
3,2019-02-03T16:52:58,2019-08-09T18:30:00,False,4726012,0.558,0.53,Jim Parkers Songwriters Series,https://seatgeek.com/jim-parkers-songwriters-series-tickets/huntsville-alabama-von-braun-center-propst-arena-2019-08-09-6-30-pm/concert/4726012,12.0,55.0,55.0,54.0,Von Braun Center Propst Arena,0,700 Monroe St SW,Huntsville,AL,35801,1808
4,2019-07-30T16:05:27,2019-08-09T19:00:00,True,4945900,0.0,0.0,Seckond Chaynce Live,https://seatgeek.com/seckond-chaynce-live-tickets/prattville-alabama-the-blue-iguana-bar-2019-08-09-7-pm/concert/4945900,,,,,The Blue Iguana Bar,0,1714 East Main Street,Prattville,AL,36067,50290
5,2019-03-29T16:15:51,2019-08-09T19:00:00,False,4801859,0.0,0.0,Tim Hawkins,https://seatgeek.com/tim-hawkins-tickets/montgomery-alabama-vaughn-forest-church-2019-08-09-7-pm/concert/4801859,,,,,Vaughn Forest Church,0,8660 Vaughn Road,Montgomery,AL,36117,467447
6,2019-05-15T16:06:18,2019-08-09T19:00:00,True,4865756,0.0,0.0,"Marty Haggard - A Tribute to My Dad, Merle Haggard - Fort Payne",https://seatgeek.com/marty-haggard-a-tribute-to-my-dad-merle-haggard-fort-payne-tickets/fort-payne-alabama-dekalb-theatre-2019-08-09-7-pm/concert/4865756,,,,,Dekalb Theatre,0,306 Gault Ave N,Fort Payne,AL,35967,16162
7,2019-07-06T16:01:21,2019-08-09T19:00:00,False,4922685,0.539,0.472,The Goonies,https://seatgeek.com/the-goonies-tickets/birmingham-alabama-alabama-theatre-2019-08-09-7-pm/concert/4922685,1.0,41.0,41.0,41.0,Alabama Theatre,0,1817 Third Ave. North,Birmingham,AL,35203,618
8,2019-02-12T16:06:12,2019-08-09T19:00:00,False,4743600,0.646,0.56,Dierks Bentley with Jon Pardi,https://seatgeek.com/dierks-bentley-with-jon-pardi-tickets/tuscaloosa-alabama-tuscaloosa-amphitheater-2019-08-09-7-pm/concert/4743600,36.0,113.0,99.0,39.0,Tuscaloosa Amphitheater,0,2710 Jack Warner Pkwy.,Tuscaloosa,AL,35401,3990
9,2019-04-20T16:04:57,2019-08-09T20:00:00,True,4825252,0.0,0.0,Diamond Rio,https://seatgeek.com/diamond-rio-tickets/huntsville-alabama-the-mercantile-3-2019-08-09-8-pm/concert/4825252,,,,,The Mercantile,0,115 Clinton Ave N.,Huntsville,AL,35801,467636
10,2019-04-30T16:04:17,2019-08-09T20:00:00,False,4845785,0.536,0.398,Kenny Neal,https://seatgeek.com/kenny-neal-tickets/birmingham-alabama-iron-city-2019-08-09-8-pm/concert/4845785,1.0,68.0,68.0,68.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866
11,2019-07-19T16:08:27,2019-08-09T20:00:00,False,4932067,0.0,0.0,Deana Carter,https://seatgeek.com/deana-carter-tickets/auburn-alabama-auburn-arena-2019-08-09-8-pm/concert/4932067,,,,,Auburn Arena,0,250 Beard,Auburn,AL,36849,3455
12,2019-04-22T16:02:06,2019-08-09T20:00:00,False,4833354,0.0,0.0,Brent Cobb And Them Sucker For A Good Time Tour: Brent Cobb and Them- Sucker for a Good Time Tour,https://seatgeek.com/brent-cobb-and-them-sucker-for-a-good-time-tour-brent-cobb-and-them-sucker-for-a-good-time-tour-tickets/montgomery-alabama-range-231-2019-08-09-8-pm/concert/4833354,1.0,27.0,27.0,27.0,Range 231,0,3250 Wetumpka Highway,Montgomery,AL,36110,464728
13,2019-07-03T16:16:57,2019-08-09T21:00:00,True,4915772,0.447,0.34,CBDB (18+),https://seatgeek.com/cbdb-18-tickets/mobile-alabama-soul-kitchen-2019-08-09-9-pm/concert/4915772,1.0,457.0,457.0,457.0,Soul Kitchen,0,219 Dauphin St.,Mobile,AL,36602,3626
14,2019-04-24T16:05:04,2019-08-09T21:00:00,True,4836302,0.507,0.352,Here Come The Mummies (18+),https://seatgeek.com/here-come-the-mummies-18-tickets/birmingham-alabama-saturn-2019-08-09-9-pm/concert/4836302,2.0,111.0,111.0,111.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349
15,2019-07-19T16:07:58,2019-08-10T18:00:00,False,4931971,0.0,0.0,The Vegabonds,https://seatgeek.com/the-vegabonds-tickets/birmingham-alabama-zydeco-2019-08-10-6-pm/concert/4931971,,,,,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671
16,2019-08-05T16:00:58,2019-08-10T18:30:00,True,4951588,0.0,0.0,Grayson Capps,https://seatgeek.com/grayson-capps-tickets/fairhope-alabama-32-s-section-st-2019-08-10-6-30-pm/concert/4951588,,,,,32 S Section St,0,32 South Section Street,Fairhope,AL,36532,460279
17,2019-05-16T16:07:17,2019-08-10T19:00:00,False,4867553,0.0,0.0,"Marty Haggard - A Tribute to My Dad, Merle Haggard - Prattville",https://seatgeek.com/marty-haggard-a-tribute-to-my-dad-merle-haggard-prattville-tickets/prattville-alabama-doster-community-center-2019-08-10-7-pm/concert/4867553,,,,,Doster Community Center,0,424 South Northington St,Prattville,AL,36067,473837
18,2019-05-31T16:05:20,2019-08-10T19:00:00,True,4880694,0.0,0.0,Heritage Event,https://seatgeek.com/heritage-event-tickets/florence-alabama-marriott-shoals-conference-center-2019-08-10-7-pm/concert/4880694,,,,,Marriott Shoals Conference Center,0,10 Hightower Place,Florence,AL,35630,3970
19,2019-03-15T16:07:26,2019-08-10T19:30:00,False,4780832,0.621,0.53,Vince Gill,https://seatgeek.com/vince-gill-tickets/huntsville-alabama-von-braun-center-concert-hall-2019-08-10-7-30-pm/concert/4780832,30.0,191.0,162.0,104.0,Von Braun Center Concert Hall,0,700 Monroe Street,Huntsville,AL,35801,1447
20,2019-05-29T16:11:23,2019-08-10T20:00:00,False,4874639,0.57,0.446,The Claypool Lennon Delirium with Uni,https://seatgeek.com/the-claypool-lennon-delirium-with-uni-tickets/birmingham-alabama-iron-city-2019-08-10-8-pm/concert/4874639,6.0,64.0,63.0,55.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866
21,2019-08-04T16:02:49,2019-08-10T20:00:00,False,4951250,0.0,0.0,The Red Clay Strays,https://seatgeek.com/the-red-clay-strays-tickets/mobile-alabama-soul-kitchen-2019-08-10-8-pm/concert/4951250,1.0,47.0,47.0,47.0,Soul Kitchen,0,219 Dauphin St.,Mobile,AL,36602,3626
22,2019-06-23T16:10:15,2019-08-10T21:00:00,False,4903251,0.552,0.421,Trace Adkins,https://seatgeek.com/trace-adkins-tickets/atmore-alabama-wind-creek-casino-and-hotel-2019-08-10-9-pm/concert/4903251,10.0,51.0,51.0,42.0,Wind Creek Casino and Hotel,0,303 Poarch Road,Atmore,AL,36502,1240
23,2019-03-27T16:05:57,2019-08-11T19:30:00,False,4798516,0.574,0.465,Lyle Lovett,https://seatgeek.com/lyle-lovett-tickets/montgomery-alabama-montgomery-performing-arts-centre-2019-08-11-7-30-pm/concert/4798516,20.0,85.0,83.0,42.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037
24,2019-08-01T16:10:35,2019-08-14T21:00:00,False,4947502,0.0,0.0,Vandoliers,https://seatgeek.com/vandoliers-tickets/birmingham-alabama-the-nick-2019-08-14-9-pm/concert/4947502,,,,,The Nick,0,2514 10th Ave S,Birmingham,AL,35205,479986
25,2019-07-19T16:10:12,2019-08-16T18:29:00,False,4932387,0.496,0.428,Jamie Kent with Jimmy Hall,https://seatgeek.com/jamie-kent-with-jimmy-hall-tickets/montgomery-alabama-montgomery-performing-arts-centre-2019-08-16-6-29-pm/concert/4932387,,,,,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037
26,2019-07-19T16:10:12,2019-08-16T18:30:00,False,4932390,0.513,0.446,Jamie Kent,https://seatgeek.com/jamie-kent-tickets/montgomery-alabama-montgomery-performing-arts-centre-2019-08-16-6-30-pm/concert/4932390,,,,,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037
27,2019-04-09T16:06:02,2019-08-16T19:00:00,False,4812241,0.474,0.359,Jen Kirkman (18+),https://seatgeek.com/jen-kirkman-18-tickets/birmingham-alabama-saturn-2019-08-16-7-pm/concert/4812241,7.0,65.0,58.0,49.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349
28,2019-07-19T16:07:58,2019-08-16T20:00:00,False,4931972,0.0,0.0,Adam Hood with The Red Clay Strays,https://seatgeek.com/adam-hood-with-the-red-clay-strays-tickets/birmingham-alabama-zydeco-2019-08-16-8-pm/concert/4931972,,,,,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671
29,2019-02-13T16:07:24,2019-08-16T20:00:00,False,4745142,0.582,0.507,Midland: Little Big Town,https://seatgeek.com/midland-little-big-town-tickets/tuscaloosa-alabama-tuscaloosa-amphitheater-2019-08-16-8-pm/concert/4745142,160.0,94.0,96.0,28.0,Tuscaloosa Amphitheater,0,2710 Jack Warner Pkwy.,Tuscaloosa,AL,35401,3990
30,2019-04-18T16:06:09,2019-08-16T20:00:00,False,4823041,0.552,0.454,The SteelDrivers,https://seatgeek.com/the-steeldrivers-tickets/birmingham-alabama-the-lyric-theatre-5-2019-08-16-8-pm/concert/4823041,24.0,88.0,89.0,53.0,The Lyric Theatre,0,1800 3rd Ave N,Birmingham,AL,35203,216877
31,2019-06-26T16:09:02,2019-08-17T17:00:00,True,4909509,0.0,0.0,Summer Supper & KJAMS,https://seatgeek.com/summer-supper-and-kjams-tickets/dothan-alabama-the-plant-4-2019-08-17-5-pm/concert/4909509,,,,,The Plant,0,308 N Saint Andrews St,Dothan,AL,36303,436602
32,2019-07-19T16:10:12,2019-08-17T18:30:00,False,4932386,0.51,0.446,Jimmy Hall,https://seatgeek.com/jimmy-hall-tickets/montgomery-alabama-montgomery-performing-arts-centre-2019-08-17-6-30-pm/concert/4932386,15.0,72.0,55.0,50.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037
33,2019-07-03T16:20:02,2019-08-17T19:00:00,False,4916678,0.664,0.592,Country Megaticket: Brad Paisley,https://seatgeek.com/country-megaticket-brad-paisley-tickets/pelham-alabama-oak-mountain-amphitheatre-2019-08-17-7-pm/concert/4916678,,,,,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175
34,2019-02-07T16:12:16,2019-08-17T19:00:00,False,4737463,0.723,0.703,Thomas Rhett with Dustin Lynch and Russell Dickerson,https://seatgeek.com/thomas-rhett-with-dustin-lynch-and-russell-dickerson-tickets/pelham-alabama-oak-mountain-amphitheatre-2019-08-17-7-pm/concert/4737463,139.0,168.0,165.0,71.0,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175
35,2019-07-03T16:12:44,2019-08-17T20:00:00,False,4914363,0.421,0.279,Johnny Gill (21+),https://seatgeek.com/johnny-gill-21-tickets/wetumpka-alabama-wind-creek-casino-and-hotel-wetumpka-2019-08-17-8-pm/concert/4914363,,,,,Wind Creek Casino and Hotel Wetumpka,0,100 River Oaks Drive,Wetumpka,AL,36092,74518
36,2019-07-03T16:16:58,2019-08-17T20:00:00,True,4915777,0.502,0.376,Bun B (18+),https://seatgeek.com/bun-b-18-tickets/mobile-alabama-soul-kitchen-2019-08-17-8-pm/concert/4915777,12.0,87.0,83.0,69.0,Soul Kitchen,0,219 Dauphin St.,Mobile,AL,36602,3626
37,2019-02-13T16:08:16,2019-08-17T20:00:00,False,4745261,0.627,0.57,Midland: Little Big Town,https://seatgeek.com/midland-little-big-town-tickets/orange-beach-alabama-the-wharf-2019-08-17-8-pm/concert/4745261,179.0,90.0,83.0,20.0,The Wharf,0,4673 Wharf Pkwy.,Orange Beach,AL,36561,290
38,2019-07-19T16:07:59,2019-08-20T18:30:00,False,4931973,0.0,0.0,Matt Stell,https://seatgeek.com/matt-stell-tickets/birmingham-alabama-zydeco-2019-08-20-6-30-pm/concert/4931973,,,,,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671
39,2019-02-11T18:55:09,2019-08-20T19:00:00,False,4742956,0.608,0.563,Heart with Brandi Carlile and Elle King,https://seatgeek.com/heart-with-brandi-carlile-and-elle-king-tickets/pelham-alabama-oak-mountain-amphitheatre-2019-08-20-7-pm/concert/4742956,217.0,176.0,105.0,14.0,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175
40,2019-02-08T16:14:22,2019-08-20T19:30:00,False,4739999,0.626,0.58,Pentatonix with Rachel Platten,https://seatgeek.com/pentatonix-with-rachel-platten-tickets/orange-beach-alabama-the-wharf-2019-08-20-7-30-pm/concert/4739999,258.0,141.0,127.0,31.0,The Wharf,0,4673 Wharf Pkwy.,Orange Beach,AL,36561,290
41,2019-05-29T16:09:06,2019-08-20T20:00:00,True,4874383,0.0,0.0,Crowbar with Lo-Pan (18+),https://seatgeek.com/crowbar-with-lo-pan-18-tickets/mobile-alabama-the-merry-widow-2019-08-20-8-pm/concert/4874383,,,,,The Merry Widow,0,51 S Conception St,Mobile,AL,36602,150708
42,2019-06-06T16:03:01,2019-08-20T20:00:00,True,4887306,0.0,0.0,Blacktop Mojo,https://seatgeek.com/blacktop-mojo-tickets/huntsville-alabama-sidetracks-music-hall-2019-08-20-8-pm/concert/4887306,,,,,SIDETRACKS MUSIC HALL,0,415 E Church Street Northwest,Huntsville,AL,35801,429506
43,2019-02-22T16:09:02,2019-08-21T19:00:00,False,4756882,0.705,0.688,Why Don't We,https://seatgeek.com/why-dont-we-tickets/pelham-alabama-oak-mountain-amphitheatre-2019-08-21-7-pm/concert/4756882,234.0,130.0,98.0,30.0,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175
44,2019-03-05T16:05:48,2019-08-21T19:30:00,False,4769669,0.561,0.495,Judah & The Lion,https://seatgeek.com/judah-and-the-lion-tickets/birmingham-alabama-legacy-arena-at-the-bjcc-2019-08-21-7-30-pm/concert/4769669,1.0,76.0,76.0,76.0,Legacy Arena at The BJCC,0,2100 Richard Arrington Jr. Blvd,Birmingham,AL,35203,115
45,2019-02-08T16:13:50,2019-08-22T19:00:00,False,4739889,0.592,0.539,Pentatonix with Rachel Platten,https://seatgeek.com/pentatonix-with-rachel-platten-tickets/tuscaloosa-alabama-tuscaloosa-amphitheater-2019-08-22-7-pm/concert/4739889,119.0,176.0,140.0,24.0,Tuscaloosa Amphitheater,0,2710 Jack Warner Pkwy.,Tuscaloosa,AL,35401,3990
46,2019-02-07T16:13:42,2019-08-22T19:30:00,False,4738041,0.611,0.563,Brad Paisley with Chris Lane,https://seatgeek.com/brad-paisley-with-chris-lane-tickets/orange-beach-alabama-the-wharf-2019-08-22-7-30-pm/concert/4738041,212.0,117.0,120.0,25.0,The Wharf,0,4673 Wharf Pkwy.,Orange Beach,AL,36561,290
47,2019-06-05T16:04:16,2019-08-22T20:00:00,True,4885867,0.458,0.343,The Bird and the Bee with Samantha Sidley (18+),https://seatgeek.com/the-bird-and-the-bee-with-samantha-sidley-18-tickets/birmingham-alabama-saturn-2019-08-22-8-pm/concert/4885867,5.0,38.0,38.0,36.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349
48,2019-07-03T16:15:34,2019-08-22T20:30:00,False,4915369,0.0,0.0,Dirty Dozen Brass Band,https://seatgeek.com/dirty-dozen-brass-band-tickets/birmingham-alabama-zydeco-2019-08-22-8-30-pm/concert/4915369,2.0,42.0,40.0,40.0,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671
49,2019-06-05T16:07:08,2019-08-23T19:30:00,False,4886346,0.569,0.483,The Mavericks,https://seatgeek.com/the-mavericks-tickets/montgomery-alabama-montgomery-performing-arts-centre-2019-08-23-7-30-pm/concert/4886346,49.0,90.0,83.0,53.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037
50,2019-07-31T15:55:54,2019-08-23T20:00:00,False,4947183,0.0,0.0,Jason Isbell,https://seatgeek.com/jason-isbell-tickets/auburn-alabama-amphitheater-at-the-city-of-auburn-lawn-and-porch-2019-08-23-8-pm/concert/4947183,,,,,Amphitheater at the City of Auburn Lawn and Porch,0,910 South College Street,Auburn,AL,36830,480940
51,2019-07-30T16:05:36,2019-08-23T20:00:00,True,4945943,0.0,0.0,The Raconteurs,https://seatgeek.com/the-raconteurs-tickets/florence-alabama-shoals-community-theatre-2019-08-23-8-pm/concert/4945943,,,,,Shoals Community Theatre,0,123 North Seminary Street,Florence,AL,35630,9620
52,2019-05-08T16:04:22,2019-08-23T20:00:00,True,4858322,0.0,0.0,TAUK,https://seatgeek.com/tauk-tickets/huntsville-alabama-the-mercantile-3-2019-08-23-8-pm/concert/4858322,,,,,The Mercantile,0,115 Clinton Ave N.,Huntsville,AL,35801,467636
53,2019-07-26T16:01:52,2019-08-23T21:00:00,False,4938247,0.575,0.399,Winston Ramble (18+),https://seatgeek.com/winston-ramble-18-tickets/birmingham-alabama-saturn-2019-08-23-9-pm/concert/4938247,,,,,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349
54,2019-07-03T16:12:23,2019-08-23T21:00:00,False,4914225,0.443,0.31,Muscadine Bloodline,https://seatgeek.com/muscadine-bloodline-tickets/tuscaloosa-alabama-druid-city-music-hall-2019-08-23-9-pm/concert/4914225,7.0,49.0,49.0,44.0,Druid City Music Hall,0,1307 University Blvd,Tuscaloosa,AL,35401,128059
55,2019-07-03T16:13:10,2019-08-23T21:30:00,False,4914532,0.0,0.0,CBDB,https://seatgeek.com/cbdb-tickets/auburn-alabama-bourbon-street-bar-2019-08-23-9-30-pm/concert/4914532,,,,,Bourbon Street Bar,0,103 N College St,Auburn,AL,36830,27009
56,2019-07-22T15:06:13,2019-08-23T21:30:00,True,4935195,0.0,0.0,Jameson Rodgers (18+),https://seatgeek.com/jameson-rodgers-18-tickets/birmingham-alabama-zydeco-2019-08-23-9-30-pm/concert/4935195,5.0,38.0,40.0,31.0,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671
57,2019-08-07T13:55:15,2019-08-23T22:30:00,True,4953935,0.0,0.0,Bach By Candlelight,https://seatgeek.com/bach-by-candlelight-tickets/huntsville-alabama-the-cooper-house-2019-08-23-10-30-pm/concert/4953935,,,,,The Cooper House,0,405 Randolph Avenue Southeast,Huntsville,AL,35801,454010
58,2019-08-08T16:02:35,2019-08-24T14:00:00,True,4955299,0.0,0.0,Afternoon Bassoons,https://seatgeek.com/afternoon-bassoons-tickets/huntsville-alabama-the-cooper-house-2019-08-24-2-pm/concert/4955299,,,,,The Cooper House,0,405 Randolph Avenue Southeast,Huntsville,AL,35801,454010
59,2019-07-19T16:10:31,2019-08-24T18:00:00,False,4932445,0.577,0.531,Family Worship,https://seatgeek.com/family-worship-tickets/huntsville-alabama-von-braun-center-propst-arena-2019-08-24-6-pm/concert/4932445,12.0,41.0,41.0,41.0,Von Braun Center Propst Arena,0,700 Monroe St SW,Huntsville,AL,35801,1808
60,2019-07-19T16:06:29,2019-08-24T19:30:00,False,4931661,0.0,0.0,Margo Price,https://seatgeek.com/margo-price-tickets/florence-alabama-shoals-community-theatre-2019-08-24-7-30-pm/concert/4931661,,,,,Shoals Community Theatre,0,123 North Seminary Street,Florence,AL,35630,9620
61,2019-03-01T18:00:40,2019-08-24T19:30:00,True,4762718,0.444,0.353,The Molly Ringwalds,https://seatgeek.com/the-molly-ringwalds-tickets/birmingham-alabama-avondale-brewing-company-2019-08-24-7-30-pm/concert/4762718,15.0,69.0,54.0,36.0,Avondale Brewing Company,0,201 41st St S,Birmingham,AL,35222,45538
62,2019-07-29T16:05:21,2019-08-24T20:00:00,False,4944837,0.0,0.0,Michael Feinstein,https://seatgeek.com/michael-feinstein-tickets/auburn-alabama-woltosz-theatre-at-gogue-performing-arts-center-at-auburn-university-2019-08-24-8-pm/concert/4944837,,,,,Woltosz Theatre at Gogue Performing Arts Center at Auburn University,0,910 South College Street,Auburn,AL,36830,480740
63,2019-06-15T16:02:17,2019-08-24T20:00:00,True,4895238,0.0,0.0,Framing Hanley with Shallow Side,https://seatgeek.com/framing-hanley-with-shallow-side-tickets/huntsville-alabama-the-mercantile-3-2019-08-24-8-pm/concert/4895238,,,,,The Mercantile,0,115 Clinton Ave N.,Huntsville,AL,35801,467636
64,2019-04-05T16:05:04,2019-08-24T20:00:00,False,4809058,0.491,0.398,Pedro The Lion with mewithoutYou,https://seatgeek.com/pedro-the-lion-with-mewithoutyou-tickets/birmingham-alabama-saturn-2019-08-24-8-pm/concert/4809058,20.0,108.0,66.0,48.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349
65,2019-02-26T16:05:34,2019-08-24T20:00:00,False,4760480,0.544,0.479,The Black Jacket Symphony,https://seatgeek.com/the-black-jacket-symphony-tickets/birmingham-alabama-bjcc-concert-hall-2019-08-24-8-pm/concert/4760480,71.0,131.0,89.0,61.0,BJCC Concert Hall,0,2100 Richard Arrington Blvd,Birmingham,AL,35203,1281
66,2019-06-28T16:07:50,2019-08-25T20:00:00,False,4912483,0.391,0.362,Walden with Stop Light Observations,https://seatgeek.com/walden-with-stop-light-observations-tickets/birmingham-alabama-saturn-2019-08-25-8-pm/concert/4912483,,,,,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349
67,2019-04-16T15:55:09,2019-08-25T20:00:00,False,4820063,0.593,0.548,Mary J. Blige with Nas,https://seatgeek.com/mary-j-blige-with-nas-tickets/tuscaloosa-alabama-tuscaloosa-amphitheater-2019-08-25-8-pm/concert/4820063,134.0,181.0,171.0,36.0,Tuscaloosa Amphitheater,0,2710 Jack Warner Pkwy.,Tuscaloosa,AL,35401,3990
68,2019-02-11T15:55:08,2019-08-27T18:00:00,False,4742456,0.59,0.552,Beck with Spoon and Sunflower Bean and Cage The Elephant,https://seatgeek.com/beck-with-spoon-and-sunflower-bean-and-cage-the-elephant-tickets/pelham-alabama-oak-mountain-amphitheatre-2019-08-27-6-pm/concert/4742456,22.0,153.0,153.0,83.0,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175
69,2019-01-23T17:55:13,2019-08-29T19:00:00,False,4703020,0.631,0.606,Chris Stapleton with Brent Cobb and The Marcus King Band,https://seatgeek.com/chris-stapleton-with-brent-cobb-and-the-marcus-king-band-tickets/huntsville-alabama-von-braun-center-propst-arena-2019-08-29-7-pm/concert/4703020,357.0,234.0,187.0,120.0,Von Braun Center Propst Arena,0,700 Monroe St SW,Huntsville,AL,35801,1808
70,2019-03-12T16:04:06,2019-08-29T19:30:00,True,4776383,0.469,0.388,Anderson East: The Revivalists with Great Peacock (21+),https://seatgeek.com/anderson-east-the-revivalists-with-great-peacock-21-tickets/birmingham-alabama-avondale-brewing-company-2019-08-29-7-30-pm/concert/4776383,3.0,142.0,142.0,132.0,Avondale Brewing Company,0,201 41st St S,Birmingham,AL,35222,45538
71,2019-03-16T16:04:05,2019-08-29T19:30:00,False,4782863,0.0,0.0,The Revivalists,https://seatgeek.com/the-revivalists-tickets/birmingham-alabama-avondale-brewery-2019-08-29-7-30-pm/concert/4782863,3.0,131.0,131.0,122.0,Avondale Brewery,0,3336 North Milwaukee Avenue,Birmingham,AL,35222,54070
72,2019-06-15T16:04:02,2019-08-29T19:30:00,False,4895829,0.517,0.432,Sawyer Brown,https://seatgeek.com/sawyer-brown-tickets/montgomery-alabama-montgomery-performing-arts-centre-2019-08-29-7-30-pm/concert/4895829,40.0,80.0,79.0,57.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037
73,2019-04-13T16:08:23,2019-08-29T20:00:00,True,4815575,0.479,0.403,Buckcherry with Joyous Wolf (16+),https://seatgeek.com/buckcherry-with-joyous-wolf-16-tickets/birmingham-alabama-iron-city-2019-08-29-8-pm/concert/4815575,17.0,104.0,66.0,48.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866
74,2019-05-16T16:03:42,2019-08-30T20:30:00,False,4866997,0.459,0.319,Valerie June with Mick Flannery (18+),https://seatgeek.com/valerie-june-with-mick-flannery-18-tickets/birmingham-alabama-saturn-2019-08-30-8-30-pm/concert/4866997,4.0,59.0,55.0,49.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349
75,2019-01-23T17:55:13,2019-08-31T19:00:00,False,4703012,0.695,0.694,Chris Stapleton with Brent Cobb and The Marcus King Band,https://seatgeek.com/chris-stapleton-with-brent-cobb-and-the-marcus-king-band-tickets/orange-beach-alabama-the-wharf-2019-08-31-7-pm/concert/4703012,211.0,271.0,232.0,154.0,The Wharf,0,4673 Wharf Pkwy.,Orange Beach,AL,36561,290
76,2019-06-10T16:00:54,2019-09-02T19:00:00,True,4890822,0.0,0.0,Sebastian Bach 30th Anniversary Tour: Sebastian Bach (19+),https://seatgeek.com/sebastian-bach-30th-anniversary-tour-sebastian-bach-19-tickets/huntsville-alabama-sidetracks-music-hall-2019-09-02-7-pm/concert/4890822,1.0,97.0,97.0,97.0,SIDETRACKS MUSIC HALL,0,415 E Church Street Northwest,Huntsville,AL,35801,429506
77,2018-11-10T16:08:39,2019-09-04T20:00:00,False,4630109,0.675,0.668,Backstreet Boys,https://seatgeek.com/backstreet-boys-tickets/birmingham-alabama-legacy-arena-at-the-bjcc-2019-09-04-8-pm/concert/4630109,199.0,193.0,126.0,51.0,Legacy Arena at The BJCC,0,2100 Richard Arrington Jr. Blvd,Birmingham,AL,35203,115
78,2019-05-15T16:06:08,2019-09-04T20:00:00,True,4865734,0.474,0.389,The Band Camino with Valley,https://seatgeek.com/the-band-camino-with-valley-tickets/birmingham-alabama-iron-city-2019-09-04-8-pm/concert/4865734,20.0,102.0,49.0,43.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866
79,2019-07-23T16:02:24,2019-09-04T20:00:00,False,4936240,0.0,0.0,Old Crow Medicine Show,https://seatgeek.com/old-crow-medicine-show-tickets/mobile-alabama-saenger-theatre-mobile-1-2019-09-04-8-pm/concert/4936240,103.0,100.0,93.0,57.0,Saenger Theatre Mobile,0,6 South Joachim Street,Mobile,AL,36602,57691
80,2019-06-13T16:03:22,2019-09-05T19:00:00,True,4892848,0.0,0.0,"Marty Haggard - A Tribute to My Dad, Merle Haggard - Russellville",https://seatgeek.com/marty-haggard-a-tribute-to-my-dad-merle-haggard-russellville-tickets/russellville-alabama-historic-roxy-theatre-2019-09-05-7-pm/concert/4892848,,,,,Historic Roxy Theatre,0,205 Jackson Avenue N,Russellville,AL,35653,76506
